BANK,IFSC,BRANCH,ADDRESS,CONTACT,CITY,DISTRICT,STATE
SYNDICATE BANK,SYNB0009790,SILIGURI SEVOK ROAD,"MERCHANT SQUARE BUILIDING,C/O SARASWATI RICE MILL COMPOUND,SEVOKE ROAD,OPPOSITE PAYEL CINEMA SILIGURI WEST BENGAL INDIA 734001",22908979,SILIGURI,DARJILING,WEST BENGAL
SYNDICATE BANK,SYNB0009788,BELDA,MATRI BHAVAN BIDYASAGAR PALLY OPP BELDA BUS STAND PASCHIM MEDINIPUR WEST BENGAL INDIA 721424,8570479120,MEDINIPUR,MEDINIPUR,WEST BENGAL
SYNDICATE BANK,SYNB0009786,RANAGHAT,48 SUBHAS AVENUE FIRST FLOOR RANAGHAT NADIA DISTRICT RANAGHAT 741201,,RANAGHAT,RANAGHAT,WEST BENGAL
SYNDICATE BANK,SYNB0009785,KALYANI,"A 1 BY 3 SHOP,BLOCK A KALYANI NADIA DISTRICT WEST BENGAL KALYANI 741235",,KALYANI,KALYANI,WEST BENGAL
SYNDICATE BANK,SYNB0009784,RAIGANJ,SOCIAL WELFARE INSTITUTE RAIGANJ MOHAN BATI NEAR GEETANJALI CINEMA NORTH DINAJPUR WEST BENGAL INDIA 733130,9475812858,RAIGANJ,UTTAR DINAJPUR,WEST BENGAL
SYNDICATE BANK,SYNB0009783,FALAKATA,"BABUPARA MAIN ROAD,OPP LIC BUILDING P.O FALAKATA DIST ALIPURDUAR FALAKATA WEST BENGAL INDIA735211",22908979,FALAKATA,JALPAIGURI,WEST BENGAL
SYNDICATE BANK,SYNB0009780,SATMILE,DAKSHIN CHARAIMHEYA SATMILE PO CONTAI BLOCK EAST MIDNAPORE WEST BENGAL INDIA 721452,24435571,MEDINIPUR,MEDINIPUR,WEST BENGAL
SYNDICATE BANK,SYNB0009778,RAJENDRAPUR - NAIHATI,RAJENDRAPUR JORABORTOLLA NAIHATI NORTH 24 PARGANAS WEST BENGAL INDIA 743166,9433004076,NAIHATI,NORTH 24 PARGANAS,WEST BENGAL
SYNDICATE BANK,SYNB0009777,MATHABHANGA,"WARD NO 5,DAKSHINPARA,SITALKUCHI ROAD,P.O MATHABHANGA DIST COOCHBEHAR MATHABHANGA WEST BENGAL INDIA736146",22908979,MATHABHANGA,KOCH BIHAR,WEST BENGAL
SYNDICATE BANK,SYNB0009776,RAJARHAT,"ORCHID PLAZA,KATHGOLA,NEAR RAJARHAT P S,RAJARHAT 700136",,RAJARHAT,KOLKATA,WEST BENGAL
SYNDICATE BANK,SYNB0009775,KOLKATA DUM DUM AIRPORT,"NO 17 TARUN SENGUPTA SARANI,ITALGACHA,DUM DUM AIRPORT,KOLKATA,NORTH 24 PARGANAS L,700 028",,KOLKATA,SOUTH 24 PARGANAS,WEST BENGAL
SYNDICATE BANK,SYNB0009774,BARRACKPORE,"NO 195 BARASAT ROAD,NONACHANDPUKUR BLOCK,BARRACKPORE,,NORTH 24 PARGANAS L,700 122",,BARRACKPORE,SOUTH 24 PARGANAS,WEST BENGAL
SYNDICATE BANK,SYNB0009773,KAMARHATI PRABARTAK JUTE MILLS,"NO 7 SUBAL APARTMENTS,NILGANJ ROAD, BELGHORIA,KOLKATA,,NORTH 24 PARGANAS L,700 056",,KOLKATA,SOUTH 24 PARGANAS,WEST BENGAL
SYNDICATE BANK,SYNB0009772,HABRA,"JESSORE ROAD,JOYGACHHI,HABRA,,NORTH 24 PARGANAS L,743 263",,HABRA,SOUTH 24 PARGANAS,WEST BENGAL
SYNDICATE BANK,SYNB0009771,BAGUIATI,"MANORAMA KUTHIR,H BY H-8, ASWINI NAGAR,BLOCK RAJARHAT,BAGUIATI,NORTH 24 PARGANAS L,700 059",,BAGUIATI,SOUTH 24 PARGANAS,WEST BENGAL
SYNDICATE BANK,SYNB0009768,MID CORPORATE BRANCH KOLKATA,"6,N S ROAD KOLKATA WEST BENGAL 700001",24435571,KOLKATA,KOLKATA,WEST BENGAL
SYNDICATE BANK,SYNB0009767,CHAK DAULAT,THAKURPUKUR BAKHRAT ROAD VILL CHAK DAULAT DIST 24 PARGANAS(SOUTH ) WEST BENGAL 743377,24435571,DHOLAHAT,SOUTH 24 PARGANAS,WEST BENGAL
SYNDICATE BANK,SYNB0009766,PROSADPUR,VILL.PROSADPUR PO HARIBHANGA DIST MURSHIDABAD MURSHIDABAD WEST BENGAL 742302 INDIA,,MURSHIDABAD,MURSHIDABAD,WEST BENGAL
